DLmalloc,Talc,FlatTlsf (FFI),FreeList (FFI),RLSF,Galloc,Buddy Alloc
97.74330939849217,95.18295233448346,83.904032766819,84.16064727306366,97.24456635862589,81.55427565177281,58.92636371652286
